epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
132,8421.62,0.44193,0.21514,0.00808,0.96404,0.88043,0.93474,0.79387,0.59049,0.24164,0.01282,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,8483.56,0.43335,0.21136,0.00807,0.96967,0.87728,0.94171,0.80239,0.59081,0.24165,0.01282,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,8546.29,0.43641,0.20741,0.00812,0.97138,0.87572,0.94175,0.80144,0.59086,0.2419,0.01283,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,8608.5,0.42524,0.20855,0.00783,0.97378,0.87386,0.94297,0.80231,0.59055,0.24323,0.01281,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,8671,0.41728,0.2048,0.00781,0.9716,0.87607,0.9437,0.80327,0.5904,0.23979,0.01281,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,8733.74,0.42796,0.21053,0.00789,0.97317,0.87313,0.94472,0.80379,0.59238,0.23841,0.01287,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,8796.01,0.42506,0.20992,0.00779,0.96776,0.878,0.94411,0.80485,0.59204,0.23941,0.01286,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,8858.88,0.41995,0.2046,0.00775,0.97464,0.86861,0.94468,0.80531,0.5926,0.24076,0.01289,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,8921.18,0.41731,0.19632,0.00775,0.97317,0.87521,0.94395,0.80359,0.59247,0.24042,0.0129,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,8985.61,0.31574,0.08794,0.00709,0.97534,0.8714,0.9434,0.8007,0.5928,0.24033,0.01289,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,9047.9,0.31035,0.08873,0.00706,0.96296,0.88206,0.94429,0.80143,0.59286,0.23952,0.01288,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,9110.28,0.30423,0.08491,0.00677,0.9697,0.86219,0.94421,0.80071,0.59403,0.23948,0.0129,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,9171.9,0.30225,0.08545,0.00682,0.94316,0.89311,0.94435,0.8023,0.59385,0.24023,0.0129,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,9234.12,0.30371,0.08266,0.00675,0.97314,0.87647,0.94405,0.80029,0.59451,0.24057,0.0129,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,9296.12,0.30017,0.08268,0.0067,0.97087,0.87689,0.94268,0.7997,0.59476,0.243,0.01291,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,9358.31,0.29875,0.08468,0.00673,0.97249,0.87778,0.94322,0.79983,0.59506,0.24171,0.01291,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,9420.52,0.29266,0.07908,0.00654,0.96982,0.88006,0.94318,0.80023,0.59467,0.24189,0.01291,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,9482.7,0.29222,0.08229,0.00651,0.97047,0.87883,0.94274,0.79888,0.5947,0.24447,0.01291,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,9544.54,0.28675,0.07885,0.0064,0.97054,0.88173,0.94282,0.79941,0.59482,0.24224,0.01291,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
