epoch,time,train/box_loss,train/cls_loss,train/l1_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/l1_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
122,3330.63,0.49307,0.30106,0.00916,0.88278,0.91031,0.95092,0.79839,0.61954,0.29559,0.01324,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014,0.006042,0.002014
123,3358.58,0.49606,0.29078,0.00909,0.87926,0.91245,0.95016,0.79774,0.61741,0.29517,0.01317,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948,0.005844,0.001948
124,3385.16,0.4855,0.29412,0.00888,0.9624,0.85145,0.94901,0.79607,0.61749,0.29154,0.01314,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
125,3411.93,0.47597,0.27768,0.00884,0.96316,0.85176,0.94969,0.79572,0.62036,0.29449,0.0132,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816,0.005448,0.001816
126,3438.64,0.48049,0.2998,0.0089,0.94662,0.86446,0.95032,0.79558,0.62243,0.29232,0.01327,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175,0.00525,0.00175
127,3465.6,0.47175,0.27982,0.00874,0.95943,0.85711,0.95215,0.79719,0.62299,0.29387,0.01334,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
128,3493.15,0.47783,0.28778,0.0087,0.95014,0.87204,0.95208,0.79726,0.62076,0.29045,0.01323,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618,0.004854,0.001618
129,3520.65,0.47237,0.28468,0.00868,0.96307,0.85795,0.9516,0.79732,0.62215,0.29368,0.01326,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552,0.004656,0.001552
130,3547.41,0.4791,0.2866,0.00874,0.95537,0.8663,0.95217,0.798,0.62161,0.29246,0.01327,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
131,3574.29,0.47226,0.27862,0.0085,0.9642,0.86366,0.95106,0.79797,0.62232,0.2912,0.01331,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142,0.00426,0.00142
132,3601.39,0.46121,0.26827,0.00833,0.87186,0.92679,0.9502,0.79874,0.62205,0.28963,0.01331,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354,0.004062,0.001354
133,3628.43,0.45745,0.26885,0.0084,0.88287,0.9293,0.95085,0.79938,0.62164,0.28947,0.0133,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
134,3659.96,0.45681,0.25973,0.00837,0.88495,0.92583,0.94743,0.79989,0.62109,0.28845,0.01331,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222,0.003666,0.001222
135,3687.79,0.45546,0.26335,0.00823,0.8913,0.92122,0.94837,0.79861,0.6199,0.28454,0.01326,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156,0.003468,0.001156
136,3715.4,0.44243,0.25918,0.00815,0.87262,0.92695,0.94749,0.7999,0.61846,0.28436,0.01321,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
137,3742.7,0.4474,0.26524,0.00813,0.8726,0.92249,0.94791,0.7991,0.61859,0.28674,0.01321,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024,0.003072,0.001024
138,3769.33,0.4489,0.26334,0.00811,0.87157,0.92555,0.95056,0.803,0.61947,0.28858,0.01325,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958,0.002874,0.000958
139,3796.39,0.44508,0.2566,0.00812,0.87045,0.92498,0.95068,0.80392,0.61908,0.28766,0.01328,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
140,3823.28,0.43937,0.24905,0.00803,0.89057,0.90717,0.95048,0.80242,0.62063,0.28936,0.01335,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826,0.002478,0.000826
141,3851.02,0.3411,0.11779,0.00752,0.95357,0.8689,0.95012,0.80093,0.62035,0.29265,0.01337,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076,0.00228,0.00076
142,3877.85,0.33784,0.11417,0.00747,0.9615,0.86213,0.95,0.80138,0.62041,0.29318,0.01338,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
143,3904.29,0.32939,0.11114,0.00726,0.9591,0.86129,0.94753,0.79949,0.62125,0.29503,0.0134,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628,0.001884,0.000628
144,3930.71,0.32978,0.10926,0.0072,0.95883,0.86327,0.95024,0.80205,0.62078,0.29718,0.01337,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562,0.001686,0.000562
145,3957.34,0.32823,0.11144,0.00716,0.87232,0.92282,0.94993,0.80135,0.61933,0.29564,0.01332,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
146,3983.91,0.32536,0.1083,0.00712,0.87448,0.9223,0.94968,0.80082,0.62,0.29182,0.01332,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043,0.00129,0.00043
147,4010.71,0.32239,0.11113,0.00712,0.86652,0.92384,0.95005,0.79975,0.61948,0.29175,0.01331,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364,0.001092,0.000364
148,4037.27,0.31962,0.10641,0.00697,0.91508,0.89321,0.94962,0.79985,0.61962,0.29413,0.01329,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
149,4063.99,0.31892,0.10436,0.00695,0.91981,0.89323,0.94961,0.80019,0.61921,0.29465,0.01327,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232,0.000696,0.000232
150,4090.63,0.31145,0.1042,0.00682,0.92179,0.89301,0.94973,0.80057,0.61889,0.29487,0.01327,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166,0.000498,0.000166
